"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL381207";"";"0";"461.44";"1";"6.05";"Table 3, 29";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1";"IC50";"'='";"182.0";"nM";"6.74";"";"";"UO_0000065";"14.61";"0.29";"0.69";"7.25";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL2105717";"CABOZANTINIB";"4";"501.51";"2";"5.54";"XL184; BMS-907351";"COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"16.62";"0.31";"2.80";"8.44";"1";"CHEMBL3766480";"Inhibition of human KIT using poly(Glu, Tyr) as substrate by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763130";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL4068810";"";"0";"538.62";"1";"4.79";"7g";"CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)CC4(C)C)cc(C(F)(F)F)c2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4042998";"Inhibition of recombinant human His-tagged c-kit cytoplasmic domain (544 to 976 residues) expressed in baculovirus expression system using Ser/Thr 6 as substrate measured after 1 hr by FRET-based Z'-Lyte assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041549";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4084076";"";"0";"456.59";"0";"3.60";"7k";"CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cccc(CN4CCN(C)CC4)c3)ccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4042998";"Inhibition of recombinant human His-tagged c-kit cytoplasmic domain (544 to 976 residues) expressed in baculovirus expression system using Ser/Thr 6 as substrate measured after 1 hr by FRET-based Z'-Lyte assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041549";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4060550";"";"0";"510.56";"1";"4.62";"7u";"CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(N4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4042998";"Inhibition of recombinant human His-tagged c-kit cytoplasmic domain (544 to 976 residues) expressed in baculovirus expression system using Ser/Thr 6 as substrate measured after 1 hr by FRET-based Z'-Lyte assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041549";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4096896";"";"0";"592.71";"2";"6.32";"7x";"CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C5CCCCC5)CC4)cc(C(F)(F)F)c3)ccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4042998";"Inhibition of recombinant human His-tagged c-kit cytoplasmic domain (544 to 976 residues) expressed in baculovirus expression system using Ser/Thr 6 as substrate measured after 1 hr by FRET-based Z'-Lyte assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041549";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL2158230";"";"0";"488.64";"0";"4.00";"20";"N#Cc1cnc(C(=O)Nc2ccc(C3CCN(CCN4CCOCC4)CC3)cc2C2=CCCCC2)[nH]1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2161443";"Inhibition of KIT in human Mo7e cells assessed as inhibition of SCF-induced cell proliferation after 72 hrs by CellTiter-Glo assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157860";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL215417";"";"0";"566.65";"2";"5.80";"25";"CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(CNC(=O)Nc5ccccc5C(F)(F)F)s4)n[nH]c2-3)CC1";"IC50";"'='";"23829.0";"nM";"4.62";"";"";"UO_0000065";"8.16";"0.16";"-1.18";"6.06";"0";"CHEMBL869849";"Inhibition of cKit at 1 mM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146863";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"gleevac";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"14.76";"0.27";"2.69";"8.44";"0";"CHEMBL946386";"Inhibition of c-kit";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158158";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL2430198";"";"0";"430.48";"0";"4.03";"37";"Cc1[nH]c2c(c1C(=O)NCCc1ccccn1)CCC/C2=C1/C(=O)Nc2ccc(F)cc21";"IC50";"'='";"37.7";"nM";"7.42";"";"";"UO_0000065";"17.25";"0.32";"3.39";"8.54";"0";"CHEMBL2434540";"Inhibition of c-KIT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429742";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL438797";"";"0";"389.48";"1";"5.20";"8";"Cc1ccccc1NC(=O)Nc1ccc(-c2c(C)sc3ncnc(N)c23)cc1";"IC50";"'='";"67.61";"nM";"7.17";"";"";"UO_0000065";"18.41";"0.35";"1.97";"7.72";"0";"CHEMBL1243604";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240323";"1";"Scientific Literature";"J. Mol. Graph. Model.";"2007";"None";""
"CHEMBL194321";"";"0";"409.90";"1";"5.55";"17";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccccc2Cl)cc1";"IC50";"'='";"109.65";"nM";"6.96";"";"";"UO_0000065";"16.98";"0.34";"1.41";"7.49";"0";"CHEMBL1243604";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240323";"1";"Scientific Literature";"J. Mol. Graph. Model.";"2007";"None";""
"CHEMBL1172957";"";"0";"375.41";"0";"0.58";"5i";"NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1";"IC50";"'='";"1350.0";"nM";"5.87";"";"";"UO_0000065";"15.64";"0.31";"5.29";"4.22";"0";"CHEMBL1177353";"Inhibition kit";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177660";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL2336008";"";"0";"532.57";"1";"4.46";"7ra";"Cc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccnn2c1";"IC50";"'='";"756.0";"nM";"6.12";"";"";"UO_0000065";"11.49";"0.21";"1.66";"9.31";"0";"CHEMBL2342534";"Inhibition of c-KIT (unknown origin) using Ser/Thr 6 peptide as substrate incubated for 1 hr prior to substrate addition measured after 2 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331320";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL196636";"";"0";"446.58";"0";"5.00";"Table 2, 20";"Cc1cccc(NC(=O)Nc2ccc(-c3c(CCN(C)C)sc4ncnc(N)c34)cc2)c1";"IC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"13.64";"0.26";"1.09";"6.33";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL426004";"";"0";"375.41";"0";"4.90";"Table 3, 12";"Cc1ccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)cc1F";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"19.65";"0.36";"2.48";"7.70";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL376245";"";"0";"484.56";"0";"4.77";"Table 3, 18";"Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4=O)c4[nH]nc(N)c34)cc2)c1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"15.02";"0.28";"2.51";"5.80";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL382517";"";"0";"409.90";"1";"5.55";"Table 3, 24";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"18.68";"0.37";"2.11";"8.24";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL196363";"";"0";"375.46";"0";"4.89";"Table 3, 40";"Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"21.90";"0.42";"3.33";"8.85";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL372174";"";"0";"409.90";"1";"5.55";"Table 2, 8";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"18.39";"0.37";"1.99";"8.11";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL223478";"";"0";"486.58";"0";"4.48";"Table 2, 11";"Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCOCC4)c4[nH]nc(N)c34)cc2)c1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"15.00";"0.28";"2.82";"6.21";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL2152288";"";"0";"509.51";"2";"5.69";"6t";"Nc1cc(NS(=O)(=O)c2cccc(C(F)(F)F)c2)cc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)c1";"IC50";"'='";"145.0";"nM";"6.84";"";"";"UO_0000065";"13.42";"0.26";"1.15";"6.01";"0";"CHEMBL2157424";"Inhibition of KIT by high throughput binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150859";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2419669";"";"0";"621.66";"2";"7.11";"28";"COc1cc2c(Oc3ccc(NC(=O)N/N=C/c4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCC(C)CC1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"10.68";"0.20";"-0.47";"6.82";"0";"CHEMBL2421429";"Inhibition of c-KIT (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL1782185";"";"0";"412.24";"0";"4.13";"17";"O=C(c1ccc(Br)o1)N1N=C(c2cccnc2)CC1c1ccccc1O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786952";"Inhibition of KIT2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781905";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL2152263";"";"0";"355.40";"0";"4.79";"5";"COc1ccc(-c2c[nH]c3ncc(-c4cccc(C#N)c4)cc23)cc1OC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3368319";"Inhibition of wild type c-KIT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3319471";"";"0";"374.40";"0";"4.64";"35";"COc1ccc(-c2c[nH]c3ncc(-c4ccc5c(c4)OCO5)cc23)cc1OC";"IC50";"'='";"10800.0";"nM";"4.97";"";"";"UO_0000065";"13.27";"0.24";"0.33";"7.57";"0";"CHEMBL3368319";"Inhibition of wild type c-KIT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3319466";"";"0";"387.44";"0";"4.87";"30";"COc1ccc(-c2c[nH]c3ncc(-c4cccc(NC(C)=O)c4)cc23)cc1OC";"IC50";"'='";"65.1";"nM";"7.19";"";"";"UO_0000065";"18.55";"0.34";"2.32";"9.43";"0";"CHEMBL3368317";"Inhibition of c-KIT D816V mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3319462";"";"0";"315.38";"0";"4.49";"26";"COc1cccc(-c2c[nH]c3ncc(-c4cccc(N)c4)cc23)c1";"IC50";"'='";"670.0";"nM";"6.17";"";"";"UO_0000065";"19.58";"0.35";"1.68";"9.66";"0";"CHEMBL3368317";"Inhibition of c-KIT D816V mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3319453";"";"0";"364.83";"1";"5.57";"16";"COc1ccc(-c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)cc1OC";"IC50";"'='";"457.0";"nM";"6.34";"";"";"UO_0000065";"17.38";"0.33";"0.77";"13.45";"0";"CHEMBL3368317";"Inhibition of c-KIT D816V mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3319451";"";"0";"355.40";"0";"4.79";"14";"COc1ccc(-c2c[nH]c3ncc(-c4ccc(C#N)cc4)cc23)cc1OC";"IC50";"'='";"426.0";"nM";"6.37";"";"";"UO_0000065";"17.93";"0.32";"1.58";"8.98";"0";"CHEMBL3368317";"Inhibition of c-KIT D816V mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3319395";"";"0";"344.41";"1";"5.22";"7";"COc1ccc(-c2c[nH]c3ncc(-c4cccc(C)c4)cc23)cc1OC";"IC50";"'='";"261.4";"nM";"6.58";"";"";"UO_0000065";"19.11";"0.35";"1.36";"13.96";"0";"CHEMBL3368317";"Inhibition of c-KIT D816V mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL1289468";"";"0";"485.57";"1";"5.71";"2";"COc1ccc(-c2c[nH]c3ncc(-c4cccc(NS(=O)(=O)c5ccccc5)c4)cc23)cc1OC";"IC50";"'='";"125.8";"nM";"6.90";"";"";"UO_0000065";"14.21";"0.27";"1.19";"7.40";"0";"CHEMBL3368317";"Inhibition of c-KIT D816V mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL106966";"";"0";"418.46";"0";"2.87";"26";"COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC";"IC50";"'='";"480.0";"nM";"6.32";"";"";"UO_0000065";"15.10";"0.28";"3.45";"6.10";"0";"CHEMBL708307";"Inhibition of Mast/stem cell growth factor receptor (c-Kit kinase)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135502";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL198601";"";"0";"460.56";"0";"4.57";"Table 2, 18";"CNC(=O)CCc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C)c2)cc1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"13.89";"0.26";"1.83";"5.24";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL223583";"";"0";"361.38";"0";"4.60";"Table 3, 4";"Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c12";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"20.67";"0.38";"2.87";"7.79";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL371225";"";"0";"417.54";"1";"5.85";"Table 3, 33";"CCCc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C)c2)cc1";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"16.97";"0.32";"1.24";"7.63";"0";"CHEMBL1114167";"Inhibition of c-Kit by HTRF method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153720";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
